insert() runtime [ms],get() runtime [ms],memory usage [kB],
0.138,0.585,4.144,
0.123,0.591,4.144,
0.123,0.616,4.144,
0.123,0.615,4.144,
0.123,0.588,4.144,
0.124,0.620,4.144,
0.125,0.601,4.144,
0.140,0.611,4.144,
0.135,0.646,4.144,
0.147,0.628,4.144,
0.148,0.630,4.144,
0.135,0.622,4.144,
0.134,0.649,4.144,
0.138,0.604,4.144,
0.129,0.620,4.144,
0.139,0.672,4.144,
0.143,0.627,4.144,
0.130,0.628,4.144,
0.128,0.610,4.144,
0.138,0.618,4.144,
0.128,0.618,4.144,
0.127,0.607,4.144,
0.146,0.750,4.144,
0.139,0.608,4.144,
0.130,0.610,4.144,
0.142,0.604,4.144,
0.124,0.639,4.144,
0.127,0.617,4.144,
0.148,0.633,4.144,
0.131,0.638,4.144,
0.130,0.654,4.144,
0.152,0.739,4.144,
0.146,0.723,4.144,
0.140,0.629,4.144,
0.142,0.556,4.144,
0.124,0.587,4.144,
0.158,0.602,4.144,
0.133,0.612,4.144,
0.134,0.625,4.144,
0.161,0.642,4.144,
0.136,0.622,4.144,
0.124,0.589,4.144,
0.125,0.585,4.144,
0.125,0.578,4.144,
0.135,0.569,4.144,
0.121,0.586,4.144,
0.124,0.623,4.144,
0.124,0.589,4.144,
0.126,0.575,4.144,
0.140,0.579,4.144,
0.125,0.590,4.144,
0.122,0.611,4.144,
0.124,0.563,4.144,
0.122,0.580,4.144,
0.128,0.592,4.144,
0.122,0.593,4.144,
0.123,0.637,4.144,
0.134,0.658,4.144,
0.138,0.632,4.144,
0.154,0.583,4.144,
0.129,0.604,4.144,
0.133,0.631,4.144,
0.154,0.729,4.144,
0.149,0.669,4.144,
0.129,0.612,4.144,
0.147,0.632,4.144,
0.134,0.591,4.144,
0.148,0.592,4.144,
0.126,0.606,4.144,
0.130,0.607,4.144,
0.131,0.601,4.144,
0.126,0.612,4.144,
0.128,0.590,4.144,
0.128,0.607,4.144,
0.131,0.633,4.144,
0.125,0.611,4.144,
0.202,0.617,4.144,
0.131,0.618,4.144,
0.134,0.612,4.144,
0.133,0.626,4.144,
0.128,0.670,4.144,
0.125,0.584,4.144,
0.122,0.589,4.144,
0.129,0.596,4.144,
0.176,0.609,4.144,
0.138,0.627,4.144,
0.138,0.672,4.144,
0.147,0.657,4.144,
0.148,0.652,4.144,
0.143,0.641,4.144,
0.127,0.604,4.144,
0.140,0.573,4.144,
0.121,0.589,4.144,
0.123,0.586,4.144,
0.123,0.579,4.144,
0.123,0.577,4.144,
0.123,0.585,4.144,
0.125,0.590,4.144,
0.124,0.584,4.144,
0.123,0.581,4.144,
0.136,0.572,4.144,
0.121,0.608,4.144,
0.122,0.597,4.144,
0.127,0.609,4.144,
0.133,0.626,4.144,
0.146,0.633,4.144,
0.130,0.635,4.144,
0.126,0.582,4.144,
0.129,0.631,4.144,
0.140,0.671,4.144,
0.139,0.638,4.144,
0.134,0.574,4.144,
0.141,0.577,4.144,
0.130,0.596,4.144,
0.129,0.604,4.144,
0.129,0.634,4.144,
0.126,0.592,4.144,
0.143,0.589,4.144,
0.126,0.602,4.144,
0.129,0.600,4.144,
0.130,0.643,4.144,
0.126,0.587,4.144,
0.140,0.591,4.144,
0.128,0.613,4.144,
0.129,0.621,4.144,
0.132,0.683,4.144,
0.139,0.624,4.144,
0.129,0.622,4.144,
0.143,0.629,4.144,
0.132,0.626,4.144,
0.123,0.588,4.144,
0.124,0.583,4.144,
0.129,0.601,4.144,
0.149,0.630,4.144,
0.134,0.618,4.144,
