insert() runtime [ms],get() runtime [ms],memory usage [kB],
0.122,0.023,4.104,
0.109,0.017,4.104,
0.109,0.020,4.104,
0.131,0.021,4.104,
0.110,0.017,4.104,
0.112,0.019,4.104,
0.108,0.018,4.104,
0.106,0.020,4.104,
0.130,0.019,4.104,
0.117,0.022,4.104,
0.121,0.018,4.104,
0.113,0.016,4.104,
0.124,0.015,4.104,
0.145,0.015,4.104,
0.140,0.018,4.104,
0.145,0.019,4.104,
0.195,0.019,4.104,
0.228,0.016,4.104,
0.171,0.023,4.104,
0.176,0.018,4.104,
0.110,0.017,4.104,
0.113,0.021,4.104,
0.116,0.021,4.104,
0.111,0.018,4.104,
0.121,0.021,4.104,
0.123,0.016,4.104,
0.100,0.026,4.104,
0.100,0.021,4.104,
0.096,0.018,4.104,
0.101,0.019,4.104,
0.102,0.017,4.104,
0.093,0.019,4.104,
0.109,0.017,4.104,
0.101,0.018,4.104,
0.101,0.018,4.104,
0.108,0.020,4.104,
0.122,0.018,4.104,
0.145,0.020,4.104,
0.121,0.017,4.104,
0.122,0.016,4.104,
0.120,0.019,4.104,
0.123,0.018,4.104,
0.130,0.019,4.104,
0.115,0.022,4.104,
0.135,0.020,4.104,
0.142,0.017,4.104,
0.135,0.019,4.104,
0.199,0.019,4.104,
0.174,0.016,4.104,
0.097,0.019,4.104,
0.096,0.023,4.104,
0.097,0.016,4.104,
0.100,0.017,4.104,
0.090,0.014,4.104,
0.101,0.017,4.104,
0.098,0.017,4.104,
0.092,0.020,4.104,
0.091,0.055,4.104,
0.109,0.015,4.104,
0.097,0.018,4.104,
0.100,0.018,4.104,
0.099,0.019,4.104,
0.099,0.017,4.104,
0.093,0.018,4.104,
0.099,0.018,4.104,
0.099,0.017,4.104,
0.094,0.018,4.104,
0.108,0.017,4.104,
0.098,0.016,4.104,
0.100,0.018,4.104,
0.099,0.018,4.104,
0.100,0.019,4.104,
0.099,0.020,4.104,
0.098,0.017,4.104,
0.096,0.020,4.104,
0.099,0.019,4.104,
0.097,0.018,4.104,
0.095,0.018,4.104,
0.094,0.016,4.104,
0.096,0.020,4.104,
0.108,0.036,4.104,
0.121,0.019,4.104,
0.097,0.017,4.104,
0.097,0.019,4.104,
0.097,0.016,4.104,
0.095,0.024,4.104,
0.110,0.022,4.104,
0.109,0.021,4.104,
0.095,0.017,4.104,
0.093,0.020,4.104,
0.096,0.018,4.104,
0.105,0.018,4.104,
0.094,0.018,4.104,
0.092,0.016,4.104,
0.094,0.019,4.104,
0.102,0.019,4.104,
0.097,0.019,4.104,
0.094,0.018,4.104,
0.086,0.019,4.104,
0.095,0.017,4.104,
0.091,0.020,4.104,
0.096,0.017,4.104,
0.095,0.021,4.104,
0.105,0.019,4.104,
0.138,0.020,4.104,
0.092,0.014,4.104,
0.098,0.019,4.104,
0.095,0.018,4.104,
0.098,0.018,4.104,
0.099,0.018,4.104,
0.104,0.016,4.104,
0.097,0.018,4.104,
0.089,0.018,4.104,
0.106,0.019,4.104,
0.113,0.017,4.104,
0.104,0.017,4.104,
0.096,0.020,4.104,
0.088,0.017,4.104,
0.100,0.017,4.104,
0.093,0.020,4.104,
0.093,0.016,4.104,
0.087,0.016,4.104,
0.098,0.019,4.104,
0.096,0.018,4.104,
0.090,0.016,4.104,
0.145,0.017,4.104,
0.160,0.031,4.104,
0.182,0.018,4.104,
0.167,0.015,4.104,
0.135,0.016,4.104,
0.118,0.019,4.104,
0.129,0.019,4.104,
0.128,0.018,4.104,
0.104,0.016,4.104,
0.092,0.026,4.104,
0.096,0.018,4.104,
0.104,0.018,4.104,
0.117,0.020,4.104,
0.110,0.018,4.104,
0.107,0.018,4.104,
0.114,0.022,4.104,
0.096,0.023,4.104,
0.100,0.016,4.104,
0.095,0.018,4.104,
0.113,0.018,4.104,
0.107,0.026,4.104,
0.105,0.016,4.104,
0.110,0.018,4.104,
0.114,0.017,4.104,
0.104,0.017,4.104,
0.119,0.021,4.104,
0.150,0.021,4.104,
0.111,0.017,4.104,
0.105,0.020,4.104,
0.114,0.019,4.104,
0.110,0.022,4.104,
0.127,0.020,4.104,
0.112,0.019,4.104,
0.113,0.021,4.104,
0.109,0.019,4.104,
0.104,0.019,4.104,
0.112,0.026,4.104,
0.112,0.016,4.104,
0.128,0.017,4.104,
0.181,0.019,4.104,
0.163,0.018,4.104,
