insert() runtime [ms],get() runtime [ms],memory usage [kB],
0.118,0.277,6.400,
0.116,0.294,6.400,
0.122,0.273,6.400,
0.092,0.281,6.400,
0.116,0.275,6.400,
0.097,0.275,6.400,
0.126,0.280,6.400,
0.091,0.315,6.400,
0.127,0.276,6.400,
0.098,0.273,6.400,
0.129,0.271,6.400,
0.099,0.276,6.400,
0.140,0.260,6.400,
0.086,0.284,6.400,
0.104,0.276,6.400,
0.079,0.273,6.400,
0.149,0.289,6.400,
0.105,0.285,6.400,
0.116,0.285,6.400,
0.078,0.272,6.400,
0.106,0.269,6.400,
0.093,0.277,6.400,
0.104,0.271,6.400,
0.080,0.268,6.400,
0.100,0.271,6.400,
0.099,0.283,6.400,
0.103,0.342,6.400,
0.093,0.282,6.400,
0.101,0.271,6.400,
0.091,0.283,6.400,
0.109,0.274,6.400,
0.085,0.278,6.400,
0.095,0.277,6.400,
0.080,0.276,6.400,
0.128,0.281,6.400,
0.077,0.276,6.400,
0.096,0.280,6.400,
0.081,0.269,6.400,
0.106,0.282,6.400,
0.086,0.263,6.400,
0.099,0.280,6.400,
0.097,0.278,6.400,
0.100,0.251,6.400,
0.101,0.289,6.400,
0.107,0.418,6.400,
0.094,0.272,6.400,
0.141,0.283,6.400,
0.100,0.274,6.400,
0.132,0.278,6.400,
0.096,0.287,6.400,
0.133,0.275,6.400,
0.098,0.299,6.400,
0.108,0.271,6.400,
0.094,0.272,6.400,
0.137,0.272,6.400,
0.128,0.266,6.400,
0.159,0.271,6.400,
0.116,0.293,6.400,
0.129,0.277,6.400,
0.096,0.268,6.400,
0.109,0.322,6.400,
0.088,0.267,6.400,
0.114,0.282,6.400,
0.090,0.267,6.400,
0.116,0.290,6.400,
0.090,0.279,6.400,
0.136,0.303,6.400,
0.104,0.273,6.400,
0.133,0.282,6.400,
0.188,0.281,6.400,
0.143,0.277,6.400,
0.097,0.270,6.400,
0.153,0.275,6.400,
0.114,0.277,6.400,
0.096,0.272,6.400,
0.081,0.279,6.400,
0.103,0.274,6.400,
0.091,0.300,6.400,
0.132,0.275,6.400,
0.109,0.285,6.400,
0.134,0.277,6.400,
0.106,0.283,6.400,
0.143,0.271,6.400,
0.102,0.286,6.400,
0.148,0.276,6.400,
0.105,0.268,6.400,
0.258,0.253,6.400,
0.075,0.287,6.400,
0.101,0.273,6.400,
0.096,0.276,6.400,
0.105,0.282,6.400,
0.071,0.282,6.400,
0.104,0.268,6.400,
0.110,0.273,6.400,
0.156,0.282,6.400,
0.110,0.315,6.400,
0.138,0.289,6.400,
0.100,0.274,6.400,
0.142,0.279,6.400,
0.086,0.270,6.400,
0.097,0.285,6.400,
0.080,0.278,6.400,
0.100,0.278,6.400,
0.093,0.277,6.400,
0.150,0.277,6.400,
0.082,0.283,6.400,
0.101,0.281,6.400,
0.084,0.278,6.400,
0.097,0.270,6.400,
0.087,0.279,6.400,
0.102,0.274,6.400,
0.075,0.269,6.400,
0.110,0.280,6.400,
0.089,0.272,6.400,
0.124,0.276,6.400,
0.081,0.270,6.400,
0.098,0.281,6.400,
0.077,0.273,6.400,
0.100,0.285,6.400,
0.073,0.271,6.400,
0.108,0.274,6.400,
0.089,0.285,6.400,
0.103,0.311,6.400,
0.087,0.284,6.400,
0.110,0.273,6.400,
0.095,0.274,6.400,
0.109,0.274,6.400,
0.089,0.282,6.400,
0.117,0.268,6.400,
0.094,0.424,6.400,
0.176,0.273,6.400,
0.119,0.327,6.400,
0.192,0.276,6.400,
0.117,0.287,6.400,
0.173,0.276,6.400,
0.115,0.285,6.400,
0.164,0.275,6.400,
0.126,0.269,6.400,
0.128,0.262,6.400,
0.098,0.307,6.400,
0.124,0.275,6.400,
0.087,0.280,6.400,
0.209,0.277,6.400,
0.126,0.282,6.400,
0.162,0.271,6.400,
0.097,0.280,6.400,
0.130,0.267,6.400,
0.088,0.271,6.400,
0.153,0.276,6.400,
0.093,0.282,6.400,
0.123,0.284,6.400,
0.096,0.284,6.400,
0.121,0.283,6.400,
0.098,0.284,6.400,
0.131,0.283,6.400,
0.100,0.269,6.400,
0.163,0.366,6.400,
0.102,0.288,6.400,
0.099,0.277,6.400,
0.075,0.270,6.400,
0.105,0.273,6.400,
0.081,0.288,6.400,
0.132,0.290,6.400,
0.098,0.281,6.400,
0.129,0.296,6.400,
0.133,0.299,6.400,
0.145,0.275,6.400,
0.107,0.281,6.400,
0.103,0.282,6.400,
0.084,0.269,6.400,
0.131,0.279,6.400,
0.098,0.279,6.400,
0.109,0.283,6.400,
0.083,0.294,6.400,
0.124,0.278,6.400,
0.063,0.278,6.400,
0.101,0.273,6.400,
0.084,0.271,6.400,
0.109,0.272,6.400,
0.091,0.267,6.400,
0.098,0.264,6.400,
0.080,0.277,6.400,
0.106,0.312,6.400,
0.132,0.299,6.400,
0.149,0.271,6.400,
0.100,0.285,6.400,
0.132,0.271,6.400,
0.107,0.289,6.400,
0.104,0.279,6.400,
0.087,0.276,6.400,
0.111,0.274,6.400,
0.088,0.284,6.400,
0.142,0.258,6.400,
0.075,0.275,6.400,
0.103,0.274,6.400,
0.084,0.274,6.400,
0.102,0.280,6.400,
0.094,0.278,6.400,
0.100,0.276,6.400,
0.099,0.265,6.400,
0.103,0.281,6.400,
0.093,0.312,6.400,
0.105,0.274,6.400,
0.082,0.281,6.400,
0.114,0.281,6.400,
0.088,0.286,6.400,
0.107,0.276,6.400,
0.084,0.270,6.400,
0.108,0.282,6.400,
0.092,0.273,6.400,
0.141,0.319,6.400,
0.085,0.271,6.400,
0.111,0.291,6.400,
0.092,0.274,6.400,
0.112,0.289,6.400,
0.087,0.273,6.400,
0.107,0.286,6.400,
0.089,0.280,6.400,
0.108,0.399,6.400,
0.113,0.281,6.400,
0.134,0.279,6.400,
0.110,0.273,6.400,
0.139,0.279,6.400,
0.096,0.278,6.400,
0.155,0.277,6.400,
0.099,0.274,6.400,
0.110,0.275,6.400,
0.103,0.284,6.400,
0.101,0.272,6.400,
0.081,0.286,6.400,
0.100,0.278,6.400,
0.107,0.272,6.400,
0.133,0.273,6.400,
0.112,0.274,6.400,
0.108,0.278,6.400,
0.096,0.293,6.400,
0.123,0.361,6.400,
0.091,0.284,6.400,
0.114,0.276,6.400,
0.088,0.273,6.400,
0.138,0.273,6.400,
0.097,0.274,6.400,
0.132,0.268,6.400,
0.098,0.278,6.400,
0.136,0.285,6.400,
0.107,0.277,6.400,
0.124,0.286,6.400,
0.092,0.272,6.400,
0.101,0.284,6.400,
0.083,0.282,6.400,
0.101,0.282,6.400,
0.094,0.272,6.400,
0.139,0.266,6.400,
0.101,0.286,6.400,
0.166,0.277,6.400,
0.104,0.271,6.400,
0.147,0.276,6.400,
0.106,0.279,6.400,
0.104,0.272,6.400,
0.075,0.278,6.400,
0.100,0.266,6.400,
0.081,0.281,6.400,
0.100,0.297,6.400,
0.091,0.283,6.400,
0.103,0.267,6.400,
0.087,0.262,6.400,
0.115,0.277,6.400,
0.067,0.274,6.400,
0.103,0.275,6.400,
0.094,0.268,6.400,
0.101,0.283,6.400,
0.089,0.280,6.400,
0.153,0.288,6.400,
0.110,0.268,6.400,
0.119,0.275,6.400,
0.101,0.273,6.400,
0.147,0.276,6.400,
0.093,0.281,6.400,
0.101,0.273,6.400,
0.086,0.285,6.400,
0.105,0.282,6.400,
0.104,0.281,6.400,
0.115,0.275,6.400,
0.079,0.275,6.400,
0.099,0.276,6.400,
0.084,0.270,6.400,
0.102,0.272,6.400,
0.068,0.273,6.400,
0.101,0.287,6.400,
0.093,0.271,6.400,
0.113,0.288,6.400,
0.086,0.273,6.400,
0.112,0.279,6.400,
0.083,0.280,6.400,
0.100,0.276,6.400,
0.094,0.264,6.400,
0.107,0.268,6.400,
0.101,0.279,6.400,
