insert() runtime [ms],get() runtime [ms],memory usage [kB],
0.004,0.002,0.520,
0.008,0.001,0.520,
0.004,0.002,0.520,
0.006,0.002,0.520,
0.007,0.001,0.520,
0.008,0.003,0.520,
0.007,0.001,0.520,
0.009,0.003,0.520,
0.007,0.003,0.520,
0.005,0.003,0.520,
0.005,0.001,0.520,
0.003,0.003,0.520,
0.005,0.002,0.520,
0.006,0.004,0.520,
0.005,0.002,0.520,
0.004,0.003,0.520,
0.015,0.002,0.520,
0.004,0.002,0.520,
0.047,0.003,0.520,
0.008,0.003,0.520,
0.004,0.001,0.520,
0.005,0.003,0.520,
0.007,0.003,0.520,
0.005,0.002,0.520,
0.003,0.002,0.520,
0.005,0.001,0.520,
0.004,0.002,0.520,
0.006,0.003,0.520,
0.007,0.001,0.520,
0.003,0.003,0.520,
0.006,0.003,0.520,
0.005,0.003,0.520,
0.004,0.001,0.520,
0.006,0.003,0.520,
0.005,0.001,0.520,
0.006,0.003,0.520,
0.004,0.003,0.520,
0.005,0.003,0.520,
0.005,0.002,0.520,
0.006,0.001,0.520,
0.004,0.001,0.520,
0.005,0.003,0.520,
0.006,0.002,0.520,
0.004,0.002,0.520,
0.005,0.001,0.520,
0.005,0.004,0.520,
0.004,0.002,0.520,
0.004,0.002,0.520,
0.004,0.003,0.520,
0.005,0.002,0.520,
0.004,0.001,0.520,
0.006,0.003,0.520,
0.005,0.002,0.520,
0.006,0.002,0.520,
0.006,0.001,0.520,
0.004,0.003,0.520,
0.006,0.002,0.520,
0.003,0.002,0.520,
0.006,0.002,0.520,
0.006,0.003,0.520,
0.005,0.002,0.520,
0.004,0.003,0.520,
0.004,0.003,0.520,
0.003,0.002,0.520,
0.025,0.003,0.520,
0.003,0.003,0.520,
0.005,0.003,0.520,
0.003,0.001,0.520,
0.004,0.001,0.520,
0.004,0.003,0.520,
0.003,0.003,0.520,
0.004,0.002,0.520,
0.013,0.003,0.520,
0.004,0.001,0.520,
0.013,0.004,0.520,
0.004,0.002,0.520,
0.005,0.001,0.520,
0.005,0.001,0.520,
0.004,0.003,0.520,
0.007,0.003,0.520,
0.006,0.002,0.520,
0.007,0.002,0.520,
0.006,0.002,0.520,
0.005,0.002,0.520,
0.002,0.001,0.520,
0.006,0.003,0.520,
0.006,0.001,0.520,
0.006,0.003,0.520,
0.003,0.002,0.520,
0.002,0.003,0.520,
0.005,0.002,0.520,
0.005,0.002,0.520,
0.006,0.003,0.520,
0.004,0.002,0.520,
0.005,0.003,0.520,
0.005,0.002,0.520,
0.005,0.002,0.520,
0.004,0.003,0.520,
0.003,0.002,0.520,
0.005,0.002,0.520,
0.003,0.002,0.520,
0.006,0.003,0.520,
0.006,0.002,0.520,
0.004,0.002,0.520,
0.005,0.002,0.520,
0.006,0.002,0.520,
0.004,0.001,0.520,
0.005,0.003,0.520,
0.004,0.003,0.520,
0.005,0.002,0.520,
0.034,0.002,0.520,
0.004,0.002,0.520,
0.004,0.003,0.520,
0.005,0.001,0.520,
0.004,0.003,0.520,
0.005,0.004,0.520,
0.004,0.003,0.520,
0.006,0.002,0.520,
0.004,0.003,0.520,
0.003,0.002,0.520,
0.006,0.003,0.520,
0.014,0.002,0.520,
0.006,0.002,0.520,
0.005,0.001,0.520,
0.005,0.001,0.520,
0.007,0.002,0.520,
0.006,0.003,0.520,
0.004,0.002,0.520,
0.004,0.003,0.520,
0.006,0.001,0.520,
0.006,0.002,0.520,
0.005,0.001,0.520,
0.005,0.001,0.520,
0.004,0.002,0.520,
0.007,0.003,0.520,
0.007,0.003,0.520,
0.003,0.001,0.520,
0.006,0.002,0.520,
0.005,0.003,0.520,
0.004,0.002,0.520,
0.004,0.002,0.520,
0.005,0.003,0.520,
0.006,0.002,0.520,
0.003,0.002,0.520,
0.006,0.003,0.520,
0.005,0.003,0.520,
0.003,0.003,0.520,
0.004,0.002,0.520,
0.004,0.002,0.520,
0.003,0.002,0.520,
0.003,0.003,0.520,
0.004,0.004,0.520,
0.005,0.002,0.520,
0.006,0.001,0.520,
0.006,0.003,0.520,
0.006,0.002,0.520,
0.018,0.003,0.520,
0.010,0.002,0.520,
0.009,0.003,0.520,
0.005,0.002,0.520,
0.005,0.002,0.520,
0.007,0.003,0.520,
0.007,0.002,0.520,
0.005,0.002,0.520,
0.004,0.001,0.520,
0.006,0.002,0.520,
0.004,0.003,0.520,
0.006,0.002,0.520,
0.005,0.001,0.520,
0.005,0.003,0.520,
0.006,0.002,0.520,
0.005,0.001,0.520,
0.003,0.002,0.520,
0.006,0.002,0.520,
0.002,0.003,0.520,
0.004,0.002,0.520,
0.025,0.002,0.520,
0.005,0.002,0.520,
0.005,0.001,0.520,
0.006,0.010,0.520,
0.003,0.001,0.520,
0.006,0.003,0.520,
0.007,0.003,0.520,
0.006,0.003,0.520,
0.004,0.002,0.520,
0.005,0.002,0.520,
0.007,0.001,0.520,
0.006,0.002,0.520,
0.005,0.001,0.520,
0.006,0.002,0.520,
0.002,0.002,0.520,
0.008,0.002,0.520,
0.005,0.002,0.520,
0.006,0.001,0.520,
0.004,0.003,0.520,
0.004,0.003,0.520,
0.006,0.002,0.520,
0.004,0.002,0.520,
0.005,0.002,0.520,
0.004,0.001,0.520,
0.004,0.002,0.520,
0.007,0.002,0.520,
0.005,0.002,0.520,
0.004,0.002,0.520,
0.005,0.002,0.520,
0.005,0.002,0.520,
0.006,0.001,0.520,
0.006,0.002,0.520,
0.004,0.002,0.520,
0.007,0.001,0.520,
0.005,0.002,0.520,
0.004,0.001,0.520,
0.005,0.001,0.520,
0.004,0.001,0.520,
0.004,0.001,0.520,
0.004,0.003,0.520,
0.004,0.002,0.520,
0.004,0.003,0.520,
0.004,0.001,0.520,
0.005,0.003,0.520,
0.005,0.002,0.520,
0.004,0.002,0.520,
0.005,0.003,0.520,
0.005,0.004,0.520,
0.004,0.003,0.520,
0.004,0.002,0.520,
0.004,0.003,0.520,
0.004,0.003,0.520,
0.006,0.003,0.520,
0.005,0.001,0.520,
0.005,0.003,0.520,
0.005,0.003,0.520,
0.005,0.002,0.520,
0.005,0.003,0.520,
0.006,0.002,0.520,
0.003,0.003,0.520,
0.004,0.002,0.520,
0.004,0.003,0.520,
0.005,0.003,0.520,
0.004,0.003,0.520,
0.005,0.001,0.520,
0.005,0.004,0.520,
0.005,0.004,0.520,
0.006,0.003,0.520,
0.004,0.003,0.520,
0.003,0.003,0.520,
0.005,0.001,0.520,
0.004,0.001,0.520,
0.004,0.003,0.520,
0.005,0.003,0.520,
0.004,0.003,0.520,
0.004,0.002,0.520,
0.005,0.001,0.520,
0.006,0.002,0.520,
0.004,0.002,0.520,
0.004,0.002,0.520,
0.005,0.003,0.520,
0.007,0.003,0.520,
0.022,0.003,0.520,
0.004,0.003,0.520,
0.003,0.002,0.520,
0.005,0.002,0.520,
0.006,0.002,0.520,
0.002,0.002,0.520,
0.006,0.001,0.520,
