insert() runtime [ms],get() runtime [ms],memory usage [kB],
0.007,0.009,4.144,
0.007,0.007,4.144,
0.007,0.009,4.144,
0.006,0.006,4.144,
0.008,0.005,4.144,
0.007,0.007,4.144,
0.005,0.007,4.144,
0.008,0.009,4.144,
0.023,0.008,4.144,
0.008,0.004,4.144,
0.003,0.007,4.144,
0.006,0.006,4.144,
0.006,0.006,4.144,
0.007,0.008,4.144,
0.025,0.007,4.144,
0.009,0.008,4.144,
0.017,0.007,4.144,
0.009,0.006,4.144,
0.007,0.007,4.144,
0.006,0.006,4.144,
0.008,0.010,4.144,
0.011,0.007,4.144,
0.007,0.007,4.144,
0.007,0.008,4.144,
0.009,0.008,4.144,
0.010,0.007,4.144,
0.010,0.007,4.144,
0.005,0.006,4.144,
0.007,0.008,4.144,
0.012,0.008,4.144,
0.025,0.007,4.144,
0.006,0.008,4.144,
0.006,0.009,4.144,
0.008,0.007,4.144,
0.011,0.007,4.144,
0.006,0.008,4.144,
0.008,0.006,4.144,
0.008,0.008,4.144,
0.006,0.008,4.144,
0.008,0.008,4.144,
0.008,0.007,4.144,
0.011,0.008,4.144,
0.005,0.023,4.144,
0.007,0.007,4.144,
0.009,0.007,4.144,
0.016,0.007,4.144,
0.015,0.006,4.144,
0.006,0.006,4.144,
0.009,0.009,4.144,
0.009,0.007,4.144,
0.006,0.009,4.144,
0.007,0.008,4.144,
0.012,0.009,4.144,
0.019,0.005,4.144,
0.011,0.008,4.144,
0.013,0.008,4.144,
0.008,0.006,4.144,
0.007,0.006,4.144,
0.005,0.006,4.144,
0.008,0.010,4.144,
0.008,0.009,4.144,
0.010,0.006,4.144,
0.007,0.006,4.144,
0.005,0.009,4.144,
0.007,0.006,4.144,
0.008,0.007,4.144,
0.008,0.007,4.144,
0.004,0.005,4.144,
0.007,0.006,4.144,
0.008,0.033,4.144,
0.007,0.008,4.144,
0.011,0.010,4.144,
0.008,0.009,4.144,
0.009,0.004,4.144,
0.013,0.009,4.144,
0.031,0.008,4.144,
0.012,0.005,4.144,
0.007,0.006,4.144,
0.011,0.009,4.144,
0.012,0.009,4.144,
0.010,0.008,4.144,
0.006,0.008,4.144,
0.009,0.009,4.144,
0.014,0.005,4.144,
0.011,0.008,4.144,
0.008,0.007,4.144,
0.009,0.006,4.144,
0.016,0.008,4.144,
0.012,0.007,4.144,
0.018,0.008,4.144,
0.008,0.017,4.144,
0.005,0.008,4.144,
0.007,0.006,4.144,
0.015,0.008,4.144,
0.006,0.008,4.144,
0.006,0.007,4.144,
0.007,0.007,4.144,
0.007,0.009,4.144,
0.007,0.010,4.144,
0.006,0.006,4.144,
0.008,0.009,4.144,
0.008,0.008,4.144,
0.008,0.007,4.144,
0.005,0.008,4.144,
0.005,0.007,4.144,
0.008,0.006,4.144,
0.007,0.007,4.144,
0.006,0.007,4.144,
0.006,0.009,4.144,
0.005,0.009,4.144,
0.007,0.006,4.144,
0.006,0.009,4.144,
0.007,0.008,4.144,
0.006,0.012,4.144,
0.014,0.006,4.144,
0.005,0.006,4.144,
0.004,0.007,4.144,
0.007,0.005,4.144,
0.006,0.008,4.144,
0.008,0.007,4.144,
0.005,0.005,4.144,
0.005,0.008,4.144,
0.008,0.008,4.144,
0.010,0.010,4.144,
0.006,0.006,4.144,
0.007,0.007,4.144,
0.007,0.007,4.144,
0.011,0.006,4.144,
0.006,0.008,4.144,
0.006,0.009,4.144,
0.007,0.008,4.144,
0.006,0.008,4.144,
0.009,0.005,4.144,
0.010,0.008,4.144,
0.016,0.008,4.144,
0.054,0.007,4.144,
0.007,0.006,4.144,
0.006,0.007,4.144,
0.012,0.014,4.144,
0.014,0.009,4.144,
0.009,0.009,4.144,
0.008,0.009,4.144,
0.013,0.007,4.144,
0.014,0.007,4.144,
0.007,0.009,4.144,
0.010,0.006,4.144,
0.010,0.007,4.144,
0.009,0.008,4.144,
0.011,0.009,4.144,
0.013,0.007,4.144,
0.006,0.009,4.144,
0.009,0.005,4.144,
0.011,0.006,4.144,
0.007,0.008,4.144,
0.008,0.008,4.144,
0.008,0.009,4.144,
0.010,0.006,4.144,
0.005,0.009,4.144,
