insert() runtime [ms],get() runtime [ms],memory usage [kB],
0.139,0.007,0.912,
0.065,0.005,0.912,
0.088,0.005,0.912,
0.047,0.004,0.912,
0.050,0.003,0.912,
0.047,0.001,0.912,
0.051,0.003,0.912,
0.045,0.005,0.912,
0.050,0.008,0.912,
0.045,0.005,0.912,
0.049,0.007,0.912,
0.083,0.003,0.912,
0.046,0.004,0.912,
0.063,0.003,0.912,
0.045,0.002,0.912,
0.047,0.005,0.912,
0.047,0.006,0.912,
0.061,0.003,0.912,
0.088,0.005,0.912,
0.050,0.005,0.912,
0.043,0.003,0.912,
0.049,0.005,0.912,
0.093,0.006,0.912,
0.050,0.006,0.912,
0.047,0.007,0.912,
0.050,0.004,0.912,
0.059,0.004,0.912,
0.068,0.006,0.912,
0.067,0.006,0.912,
0.071,0.005,0.912,
0.067,0.005,0.912,
0.121,0.007,0.912,
0.076,0.008,0.912,
0.076,0.007,0.912,
0.075,0.005,0.912,
0.090,0.007,0.912,
0.078,0.006,0.912,
0.075,0.005,0.912,
0.072,0.005,0.912,
0.122,0.004,0.912,
0.071,0.005,0.912,
0.075,0.004,0.912,
0.077,0.002,0.912,
0.074,0.006,0.912,
0.072,0.006,0.912,
0.085,0.003,0.912,
0.069,0.008,0.912,
0.110,0.008,0.912,
0.076,0.002,0.912,
0.082,0.005,0.912,
0.082,0.006,0.912,
0.069,0.006,0.912,
0.075,0.003,0.912,
0.061,0.006,0.912,
0.075,0.003,0.912,
0.124,0.004,0.912,
0.068,0.004,0.912,
0.069,0.007,0.912,
0.069,0.004,0.912,
0.071,0.005,0.912,
0.066,0.001,0.912,
0.073,0.005,0.912,
0.068,0.004,0.912,
0.063,0.006,0.912,
0.074,0.006,0.912,
0.062,0.004,0.912,
0.042,0.004,0.912,
0.107,0.005,0.912,
0.078,0.005,0.912,
0.072,0.005,0.912,
0.076,0.005,0.912,
0.074,0.004,0.912,
0.067,0.004,0.912,
0.073,0.006,0.912,
0.086,0.005,0.912,
0.111,0.004,0.912,
0.085,0.003,0.912,
0.069,0.005,0.912,
0.071,0.008,0.912,
0.070,0.004,0.912,
0.075,0.004,0.912,
0.070,0.004,0.912,
0.069,0.003,0.912,
0.062,0.005,0.912,
0.120,0.004,0.912,
0.045,0.005,0.912,
0.039,0.004,0.912,
0.042,0.004,0.912,
0.040,0.005,0.912,
0.037,0.005,0.912,
0.038,0.003,0.912,
0.038,0.003,0.912,
0.039,0.003,0.912,
0.040,0.003,0.912,
0.038,0.004,0.912,
0.040,0.004,0.912,
0.041,0.007,0.912,
0.049,0.009,0.912,
0.037,0.004,0.912,
0.038,0.004,0.912,
0.037,0.003,0.912,
0.035,0.006,0.912,
0.038,0.004,0.912,
0.039,0.002,0.912,
0.037,0.005,0.912,
0.039,0.004,0.912,
0.037,0.004,0.912,
0.037,0.003,0.912,
0.038,0.004,0.912,
0.069,0.004,0.912,
0.036,0.006,0.912,
0.065,0.003,0.912,
0.036,0.003,0.912,
0.037,0.004,0.912,
0.037,0.003,0.912,
0.038,0.003,0.912,
0.045,0.004,0.912,
0.034,0.004,0.912,
0.038,0.002,0.912,
0.037,0.001,0.912,
0.038,0.002,0.912,
0.038,0.003,0.912,
0.039,0.004,0.912,
0.040,0.005,0.912,
0.040,0.005,0.912,
0.038,0.005,0.912,
0.052,0.005,0.912,
0.038,0.004,0.912,
0.037,0.005,0.912,
0.036,0.006,0.912,
0.040,0.005,0.912,
