insert() runtime [ms],get() runtime [ms],memory usage [kB],
0.549,3.617,4.144,
0.382,2.920,4.144,
0.402,2.893,4.144,
0.401,4.009,4.144,
0.481,3.096,4.144,
0.346,3.607,4.144,
0.401,4.064,4.144,
0.506,5.059,4.144,
0.628,3.284,4.144,
0.468,4.029,4.144,
0.525,3.384,4.144,
0.407,3.670,4.144,
0.420,2.887,4.144,
0.400,2.977,4.144,
0.452,3.236,4.144,
0.328,3.926,4.144,
0.952,3.883,4.144,
0.335,3.528,4.144,
0.424,3.210,4.144,
0.343,3.993,4.144,
0.516,3.336,4.144,
0.486,3.679,4.144,
0.353,3.191,4.144,
0.435,3.392,4.144,
0.682,3.429,4.144,
0.425,3.338,4.144,
0.364,3.194,4.144,
0.709,4.824,4.144,
0.562,3.777,4.144,
0.462,3.345,4.144,
0.515,3.551,4.144,
0.662,3.607,4.144,
0.448,3.566,4.144,
0.507,3.162,4.144,
0.381,4.439,4.144,
0.471,3.141,4.144,
0.403,3.134,4.144,
0.338,3.516,4.144,
0.457,3.354,4.144,
1.204,3.866,4.144,
0.430,3.428,4.144,
0.455,3.159,4.144,
0.478,4.344,4.144,
0.596,3.298,4.144,
0.376,3.131,4.144,
0.389,2.870,4.144,
0.353,4.389,4.144,
0.427,3.206,4.144,
0.483,4.187,4.144,
0.451,3.405,4.144,
0.422,4.132,4.144,
0.419,3.219,4.144,
0.603,3.178,4.144,
0.561,3.858,4.144,
0.518,2.952,4.144,
0.371,2.910,4.144,
0.387,3.100,4.144,
0.410,3.146,4.144,
0.383,3.495,4.144,
0.792,4.484,4.144,
0.375,3.414,4.144,
0.430,2.999,4.144,
0.450,4.138,4.144,
0.670,3.127,4.144,
0.456,3.641,4.144,
0.409,2.971,4.144,
0.385,3.170,4.144,
0.658,2.873,4.144,
0.363,2.942,4.144,
0.408,3.724,4.144,
0.467,3.591,4.144,
0.783,4.997,4.144,
0.419,3.422,4.144,
0.416,3.176,4.144,
0.401,3.719,4.144,
0.633,3.456,4.144,
0.424,3.308,4.144,
0.329,2.999,4.144,
0.381,3.538,4.144,
1.000,3.575,4.144,
0.452,3.514,4.144,
0.415,3.634,4.144,
0.449,4.296,4.144,
0.440,3.258,4.144,
0.419,3.258,4.144,
0.430,4.254,4.144,
0.468,3.684,4.144,
0.423,3.064,4.144,
0.376,2.914,4.144,
0.480,3.331,4.144,
0.453,3.926,4.144,
0.674,3.268,4.144,
0.384,2.945,4.144,
0.332,3.121,4.144,
0.413,4.024,4.144,
0.518,3.060,4.144,
0.454,3.531,4.144,
0.441,3.405,4.144,
0.536,3.244,4.144,
0.414,3.020,4.144,
0.455,4.021,4.144,
0.635,3.356,4.144,
0.418,3.853,4.144,
0.519,3.101,4.144,
0.433,3.299,4.144,
0.446,3.085,4.144,
0.481,4.909,4.144,
0.510,4.613,4.144,
0.530,3.473,4.144,
0.501,4.501,4.144,
0.455,3.682,4.144,
0.530,3.282,4.144,
0.459,3.072,4.144,
0.404,4.615,4.144,
0.449,3.175,4.144,
0.458,3.098,4.144,
0.337,3.186,4.144,
0.399,3.662,4.144,
0.606,3.466,4.144,
0.405,3.380,4.144,
0.487,3.985,4.144,
0.461,3.350,4.144,
0.417,3.382,4.144,
0.485,3.265,4.144,
0.429,3.117,4.144,
0.452,3.121,4.144,
0.787,3.483,4.144,
0.401,3.208,4.144,
0.383,3.460,4.144,
0.579,4.496,4.144,
0.468,3.987,4.144,
0.472,3.592,4.144,
0.353,3.242,4.144,
0.505,4.577,4.144,
0.378,3.200,4.144,
0.408,3.020,4.144,
0.457,3.083,4.144,
0.450,4.227,4.144,
0.429,3.150,4.144,
0.443,3.532,4.144,
0.394,3.350,4.144,
0.489,3.700,4.144,
0.455,3.784,4.144,
0.443,3.476,4.144,
0.423,3.062,4.144,
0.410,4.299,4.144,
0.456,3.038,4.144,
0.413,2.947,4.144,
0.380,3.247,4.144,
0.426,3.384,4.144,
0.739,3.935,4.144,
0.412,3.586,4.144,
0.504,3.738,4.144,
0.464,5.352,4.144,
0.474,3.459,4.144,
0.400,3.389,4.144,
0.335,3.072,4.144,
0.462,4.060,4.144,
0.405,3.025,4.144,
0.380,2.976,4.144,
0.395,3.057,4.144,
0.514,3.556,4.144,
0.335,3.549,4.144,
0.393,3.109,4.144,
0.442,3.343,4.144,
0.436,3.198,4.144,
0.646,4.428,4.144,
0.530,3.138,4.144,
0.408,3.046,4.144,
0.418,3.251,4.144,
0.590,3.926,4.144,
0.440,3.528,4.144,
0.474,2.980,4.144,
0.411,3.574,4.144,
0.662,3.840,4.144,
0.531,3.407,4.144,
0.449,3.295,4.144,
0.477,4.223,4.144,
0.454,3.170,4.144,
0.395,3.145,4.144,
0.401,3.085,4.144,
0.419,3.191,4.144,
0.766,3.284,4.144,
0.356,3.419,4.144,
0.398,3.305,4.144,
0.558,4.760,4.144,
0.815,5.467,4.144,
0.532,3.225,4.144,
0.396,3.114,4.144,
0.457,4.395,4.144,
0.373,3.007,4.144,
0.438,3.168,4.144,
0.457,3.343,4.144,
0.505,4.447,4.144,
0.741,3.818,4.144,
0.530,4.086,4.144,
0.460,5.499,4.144,
0.603,3.347,4.144,
0.441,3.056,4.144,
0.405,3.045,4.144,
0.452,4.000,4.144,
0.432,3.074,4.144,
0.425,3.116,4.144,
0.706,3.324,4.144,
0.459,4.044,4.144,
0.425,3.295,4.144,
0.553,3.341,4.144,
0.445,3.146,4.144,
0.558,4.285,4.144,
0.482,3.232,4.144,
0.407,3.061,4.144,
0.419,3.184,4.144,
0.420,4.292,4.144,
