insert() runtime [ms],get() runtime [ms],memory usage [kB],
1.154,0.075,9.528,
0.590,0.077,9.528,
0.599,0.084,9.528,
0.581,0.076,9.528,
0.669,0.081,9.528,
1.191,0.085,9.528,
0.662,0.083,9.528,
0.829,0.099,9.528,
0.875,0.088,9.528,
0.591,0.077,9.528,
0.945,0.080,9.528,
0.640,0.084,9.528,
0.980,0.077,9.528,
0.660,0.081,9.528,
0.656,0.079,9.528,
0.709,0.092,9.528,
0.749,0.081,9.528,
0.709,0.112,9.528,
0.628,0.105,9.528,
0.571,0.084,9.528,
0.647,0.081,9.528,
0.886,0.099,9.528,
0.770,0.098,9.528,
0.805,0.120,9.528,
0.737,0.088,9.528,
0.512,0.065,9.528,
0.533,0.062,9.528,
0.543,0.064,9.528,
0.520,0.073,9.528,
0.521,0.062,9.528,
0.529,0.085,9.528,
0.534,0.075,9.528,
0.499,0.062,9.528,
0.518,0.058,9.528,
0.508,0.059,9.528,
0.512,0.066,9.528,
0.547,0.066,9.528,
0.811,0.099,9.528,
0.802,0.080,9.528,
0.945,0.117,9.528,
1.076,0.088,9.528,
0.775,0.070,9.528,
0.539,0.059,9.528,
0.521,0.066,9.528,
0.530,0.072,9.528,
0.515,0.057,9.528,
0.522,0.066,9.528,
0.537,0.060,9.528,
1.034,0.076,9.528,
1.014,0.083,9.528,
0.974,0.073,9.528,
0.981,0.076,9.528,
1.567,0.274,9.528,
0.691,0.084,9.528,
0.839,0.068,9.528,
0.516,0.067,9.528,
0.829,0.083,9.528,
0.767,0.066,9.528,
0.534,0.078,9.528,
0.557,0.057,9.528,
0.587,0.062,9.528,
0.530,0.068,9.528,
0.583,0.072,9.528,
0.634,0.068,9.528,
0.661,0.073,9.528,
0.542,0.062,9.528,
0.540,0.072,9.528,
0.646,0.073,9.528,
0.764,0.090,9.528,
1.502,0.148,9.528,
0.982,0.094,9.528,
0.645,0.080,9.528,
0.497,0.067,9.528,
0.518,0.067,9.528,
0.517,0.068,9.528,
0.499,0.068,9.528,
0.508,0.063,9.528,
0.519,0.057,9.528,
0.529,0.064,9.528,
0.563,0.067,9.528,
0.834,0.071,9.528,
0.851,0.077,9.528,
0.896,0.071,9.528,
0.905,0.076,9.528,
0.529,0.068,9.528,
0.528,0.064,9.528,
0.576,0.058,9.528,
0.563,0.099,9.528,
1.700,0.196,9.528,
0.607,0.061,9.528,
0.589,0.065,9.528,
0.592,0.068,9.528,
0.557,0.066,9.528,
0.566,0.065,9.528,
0.558,0.075,9.528,
0.519,0.068,9.528,
0.584,0.070,9.528,
0.530,0.066,9.528,
0.560,0.076,9.528,
0.558,0.065,9.528,
0.912,0.076,9.528,
1.271,0.071,9.528,
0.820,0.072,9.528,
0.729,0.069,9.528,
0.627,0.067,9.528,
0.961,0.128,9.528,
1.464,0.085,9.528,
0.861,0.066,9.528,
0.584,0.062,9.528,
0.528,0.053,9.528,
0.545,0.069,9.528,
0.579,0.067,9.528,
0.623,0.073,9.528,
0.665,0.073,9.528,
0.678,0.070,9.528,
0.608,0.065,9.528,
0.517,0.063,9.528,
0.568,0.071,9.528,
0.720,0.069,9.528,
0.744,0.058,9.528,
0.779,0.074,9.528,
0.724,0.062,9.528,
0.870,0.080,9.528,
0.862,0.069,9.528,
0.848,0.070,9.528,
0.957,0.062,9.528,
0.896,0.064,9.528,
0.526,0.060,9.528,
0.546,0.066,9.528,
0.518,0.063,9.528,
0.519,0.066,9.528,
0.565,0.062,9.528,
0.540,0.065,9.528,
0.540,0.071,9.528,
0.541,0.063,9.528,
0.519,0.062,9.528,
0.499,0.064,9.528,
0.937,0.069,9.528,
0.534,0.077,9.528,
0.535,0.060,9.528,
0.572,0.066,9.528,
0.579,0.064,9.528,
0.694,0.091,9.528,
1.150,0.208,9.528,
0.806,0.071,9.528,
0.913,0.114,9.528,
0.992,0.076,9.528,
0.991,0.065,9.528,
1.069,0.084,9.528,
0.896,0.077,9.528,
0.568,0.064,9.528,
0.601,0.071,9.528,
0.854,0.071,9.528,
0.627,0.056,9.528,
0.543,0.080,9.528,
0.556,0.066,9.528,
0.542,0.066,9.528,
0.549,0.068,9.528,
0.624,0.068,9.528,
0.687,0.074,9.528,
0.714,0.061,9.528,
1.647,0.101,9.528,
0.522,0.070,9.528,
0.521,0.066,9.528,
0.606,0.068,9.528,
0.625,0.071,9.528,
0.988,0.102,9.528,
0.953,0.088,9.528,
0.983,0.083,9.528,
0.930,0.066,9.528,
0.925,0.076,9.528,
0.574,0.064,9.528,
0.534,0.073,9.528,
0.532,0.068,9.528,
0.515,0.067,9.528,
0.525,0.062,9.528,
0.519,0.076,9.528,
1.083,0.217,9.528,
0.621,0.096,9.528,
0.524,0.062,9.528,
0.544,0.062,9.528,
0.545,0.069,9.528,
0.530,0.066,9.528,
0.515,0.077,9.528,
0.504,0.066,9.528,
0.566,0.068,9.528,
0.780,0.094,9.528,
0.555,0.071,9.528,
0.738,0.071,9.528,
0.566,0.067,9.528,
0.568,0.061,9.528,
0.547,0.079,9.528,
0.559,0.073,9.528,
0.532,0.080,9.528,
0.591,0.094,9.528,
1.069,0.077,9.528,
1.033,0.077,9.528,
0.970,0.133,9.528,
0.989,0.084,9.528,
0.931,0.085,9.528,
1.948,0.064,9.528,
0.706,0.078,9.528,
0.831,0.069,9.528,
0.579,0.066,9.528,
0.580,0.065,9.528,
0.532,0.071,9.528,
0.539,0.087,9.528,
0.554,0.065,9.528,
0.630,0.064,9.528,
0.890,0.103,9.528,
1.059,0.083,9.528,
0.825,0.062,9.528,
0.715,0.066,9.528,
1.323,0.074,9.528,
0.783,0.067,9.528,
0.766,0.080,9.528,
0.760,0.090,9.528,
0.542,0.067,9.528,
0.534,0.065,9.528,
0.515,0.069,9.528,
0.525,0.061,9.528,
0.501,0.083,9.528,
0.567,0.060,9.528,
0.540,0.061,9.528,
0.549,0.063,9.528,
0.525,0.065,9.528,
0.515,0.069,9.528,
0.542,0.080,9.528,
0.523,0.062,9.528,
0.533,0.065,9.528,
0.538,0.060,9.528,
0.539,0.070,9.528,
0.516,0.067,9.528,
0.742,0.096,9.528,
1.788,0.126,9.528,
1.366,0.067,9.528,
0.750,0.062,9.528,
0.509,0.060,9.528,
0.542,0.070,9.528,
0.525,0.069,9.528,
0.529,0.068,9.528,
0.558,0.061,9.528,
0.528,0.067,9.528,
