insert() runtime [ms],get() runtime [ms],memory usage [kB],
10.062,125.444,4.144,
5.727,114.696,4.144,
6.225,112.041,4.144,
5.739,114.469,4.144,
6.010,110.051,4.144,
6.432,134.891,4.144,
6.893,123.772,4.144,
81.272,128.188,4.144,
6.623,113.548,4.144,
5.314,119.408,4.144,
6.279,114.437,4.144,
4.844,114.883,4.144,
5.191,116.455,4.144,
5.687,114.841,4.144,
19.542,135.614,4.144,
5.528,115.584,4.144,
6.307,116.235,4.144,
8.730,126.174,4.144,
5.253,122.548,4.144,
7.131,121.214,4.144,
6.731,113.664,4.144,
8.383,128.540,4.144,
5.497,131.554,4.144,
8.771,122.412,4.144,
8.050,119.174,4.144,
4.874,124.370,4.144,
4.975,112.003,4.144,
5.097,116.525,4.144,
4.907,112.636,4.144,
8.092,120.311,4.144,
5.562,118.290,4.144,
7.212,131.657,4.144,
9.738,151.938,4.144,
7.053,134.568,4.144,
8.835,120.362,4.144,
6.723,132.071,4.144,
13.446,124.822,4.144,
6.290,143.935,4.144,
7.724,141.980,4.144,
6.093,130.538,4.144,
5.815,132.088,4.144,
8.616,155.528,4.144,
6.434,123.724,4.144,
7.343,134.448,4.144,
17.204,129.165,4.144,
5.277,130.378,4.144,
5.621,112.747,4.144,
4.943,109.258,4.144,
4.723,111.412,4.144,
5.146,100.844,4.144,
6.563,105.843,4.144,
4.882,117.577,4.144,
5.077,111.618,4.144,
4.981,108.546,4.144,
5.464,120.623,4.144,
4.838,126.490,4.144,
5.235,112.193,4.144,
5.640,112.097,4.144,
6.077,107.071,4.144,
5.487,114.368,4.144,
6.701,118.271,4.144,
4.893,111.231,4.144,
5.066,109.664,4.144,
4.448,111.373,4.144,
4.892,112.665,4.144,
4.915,120.985,4.144,
5.031,109.103,4.144,
5.545,108.606,4.144,
5.460,116.823,4.144,
4.875,110.984,4.144,
5.390,123.424,4.144,
5.320,113.516,4.144,
4.955,114.898,4.144,
4.489,106.188,4.144,
4.765,115.367,4.144,
5.678,101.402,4.144,
6.244,112.906,4.144,
5.777,109.831,4.144,
5.256,115.014,4.144,
5.125,114.528,4.144,
5.716,107.938,4.144,
5.497,113.032,4.144,
5.770,106.638,4.144,
4.825,111.997,4.144,
4.429,113.285,4.144,
6.498,110.374,4.144,
5.137,107.242,4.144,
18.889,108.111,4.144,
7.678,113.891,4.144,
4.926,107.490,4.144,
5.783,107.606,4.144,
5.436,112.023,4.144,
5.394,113.786,4.144,
5.236,108.569,4.144,
5.076,116.912,4.144,
5.832,100.950,4.144,
11.144,117.558,4.144,
7.236,105.422,4.144,
5.827,112.993,4.144,
5.595,108.849,4.144,
