insert() runtime [ms],get() runtime [ms],memory usage [kB],
1.082,0.208,32.776,
1.066,0.181,32.776,
1.214,0.197,32.776,
1.684,0.246,32.776,
1.499,0.199,32.776,
1.500,0.213,32.776,
1.514,0.205,32.776,
1.369,0.195,32.776,
0.977,0.205,32.776,
1.225,0.209,32.776,
1.232,0.199,32.776,
0.957,0.191,32.776,
0.981,0.187,32.776,
0.968,0.182,32.776,
1.277,0.188,32.776,
1.121,0.197,32.776,
0.966,0.193,32.776,
0.983,0.199,32.776,
0.995,0.192,32.776,
0.949,0.228,32.776,
1.082,0.196,32.776,
1.079,0.189,32.776,
1.186,0.199,32.776,
1.065,0.204,32.776,
1.190,0.193,32.776,
1.540,0.211,32.776,
1.400,0.202,32.776,
0.975,0.200,32.776,
1.431,0.213,32.776,
1.216,0.199,32.776,
1.156,0.186,32.776,
1.103,0.196,32.776,
1.262,0.211,32.776,
1.003,0.187,32.776,
0.989,0.187,32.776,
0.959,0.189,32.776,
0.950,0.202,32.776,
1.342,0.198,32.776,
1.078,0.190,32.776,
0.957,0.187,32.776,
0.958,0.198,32.776,
0.991,0.189,32.776,
1.022,0.192,32.776,
1.097,0.202,32.776,
1.177,0.199,32.776,
1.143,0.185,32.776,
1.123,0.202,32.776,
1.110,0.192,32.776,
0.986,0.190,32.776,
1.392,0.221,32.776,
1.170,0.204,32.776,
1.337,0.192,32.776,
1.226,0.184,32.776,
1.014,0.194,32.776,
1.104,0.197,32.776,
1.272,0.194,32.776,
0.968,0.197,32.776,
0.952,0.187,32.776,
0.933,0.201,32.776,
0.950,0.205,32.776,
1.302,0.195,32.776,
1.018,0.189,32.776,
0.964,0.194,32.776,
0.935,0.202,32.776,
0.938,0.208,32.776,
1.193,0.199,32.776,
1.065,0.204,32.776,
1.151,0.201,32.776,
1.261,0.200,32.776,
1.647,0.203,32.776,
1.140,0.184,32.776,
1.202,0.193,32.776,
1.157,0.231,32.776,
1.213,0.197,32.776,
1.042,0.196,32.776,
1.040,0.198,32.776,
1.020,0.186,32.776,
1.080,0.200,32.776,
1.306,0.183,32.776,
1.194,0.204,32.776,
1.239,0.193,32.776,
1.168,0.204,32.776,
1.499,0.201,32.776,
1.631,0.209,32.776,
1.394,0.206,32.776,
1.316,0.191,32.776,
0.951,0.200,32.776,
0.990,0.209,32.776,
1.004,0.191,32.776,
0.998,0.206,32.776,
1.187,0.197,32.776,
1.068,0.187,32.776,
1.366,0.203,32.776,
0.954,0.211,32.776,
0.947,0.204,32.776,
1.117,0.209,32.776,
1.166,0.203,32.776,
1.080,0.194,32.776,
1.153,0.194,32.776,
1.039,0.202,32.776,
